time,open,high,low,close,volume
2022-03-14 04:00:00,1.09171,1.09183,1.09007,1.09112,10249
2022-03-14 08:00:00,1.09111,1.09897,1.0909200000000001,1.09824,22033
2022-03-14 12:00:00,1.09823,1.09842,1.0935,1.09427,24575
2022-03-14 16:00:00,1.09426,1.09939,1.09395,1.09751,24466
2022-03-14 20:00:00,1.0975,1.09762,1.0936,1.09421,9792
2022-03-15 00:00:00,1.09418,1.09557,1.09306,1.09547,10520
2022-03-15 04:00:00,1.09545,1.09854,1.09536,1.0983,13666
2022-03-15 08:00:00,1.09831,1.10199,1.09671,1.10055,28819
2022-03-15 12:00:00,1.10055,1.10055,1.0974,1.09973,25548
2022-03-15 16:00:00,1.09974,1.09997,1.09369,1.09384,27809
2022-03-15 20:00:00,1.09382,1.09543,1.09261,1.0949,9623
2022-03-16 00:00:00,1.0951,1.09741,1.09506,1.09671,9857
2022-03-16 04:00:00,1.0967,1.0977999999999999,1.09646,1.09774,7430
2022-03-16 08:00:00,1.0977,1.10052,1.09558,1.09868,23152
2022-03-16 12:00:00,1.09869,1.10249,1.0982,1.1,26094
2022-03-16 16:00:00,1.10002,1.10401,1.09819,1.09824,32910
2022-03-16 20:00:00,1.09822,1.10467,1.09499,1.10308,31233
2022-03-17 00:00:00,1.10308,1.10524,1.10078,1.10359,11505
2022-03-17 04:00:00,1.1036,1.10426,1.10233,1.10235,10068
2022-03-17 08:00:00,1.10234,1.1067,1.10221,1.10542,18376
2022-03-17 12:00:00,1.10541,1.10707,1.10228,1.10701,25266
2022-03-17 16:00:00,1.10703,1.11376,1.10674,1.11269,19850
2022-03-17 20:00:00,1.11267,1.11274,1.10878,1.10909,7078
2022-03-18 00:00:00,1.10916,1.11185,1.10857,1.10876,10775
2022-03-18 04:00:00,1.10877,1.10906,1.10756,1.1084100000000001,7970
2022-03-18 08:00:00,1.1084100000000001,1.10944,1.10532,1.10573,17606
2022-03-18 12:00:00,1.10574,1.10602,1.10031,1.10254,22566
2022-03-18 16:00:00,1.10253,1.10722,1.10243,1.10587,24743
2022-03-18 20:00:00,1.10586,1.10592,1.10423,1.10511,7550
2022-03-21 00:00:00,1.10505,1.10576,1.10377,1.10452,4682
2022-03-21 04:00:00,1.1045,1.10516,1.10378,1.10418,4254
2022-03-21 08:00:00,1.10419,1.10701,1.10345,1.10571,16079
2022-03-21 12:00:00,1.10571,1.10583,1.10257,1.10335,17794
2022-03-21 16:00:00,1.10336,1.10524,1.10181,1.10307,25383
2022-03-21 20:00:00,1.10306,1.10311,1.10103,1.10188,9419
2022-03-22 00:00:00,1.10176,1.1025800000000001,1.09813,1.09955,9009
2022-03-22 04:00:00,1.09957,1.10052,1.09809,1.09816,11160
2022-03-22 08:00:00,1.09816,1.10145,1.0961,1.09964,21293
2022-03-22 12:00:00,1.0996299999999999,1.10432,1.09871,1.10412,25887
2022-03-22 16:00:00,1.10414,1.10458,1.10114,1.10234,18979
2022-03-22 20:00:00,1.10233,1.10329,1.10203,1.10294,6390
2022-03-23 00:00:00,1.10279,1.1044100000000001,1.10208,1.1026,9992
2022-03-23 04:00:00,1.10259,1.10399,1.10237,1.10371,7516
2022-03-23 08:00:00,1.1037,1.10398,1.09886,1.09971,15743
2022-03-23 12:00:00,1.09972,1.1007,1.0964,1.09657,21008
2022-03-23 16:00:00,1.09659,1.10072,1.09659,1.10058,18226
2022-03-23 20:00:00,1.10059,1.10119,1.10026,1.10066,6279
2022-03-24 00:00:00,1.10052,1.1014,1.09822,1.09882,9159
2022-03-24 04:00:00,1.09886,1.09915,1.09767,1.09777,8272
2022-03-24 08:00:00,1.09776,1.10009,1.09722,1.0988,17840
2022-03-24 12:00:00,1.09879,1.10013,1.0966,1.09738,21443
2022-03-24 16:00:00,1.09737,1.10135,1.09715,1.09939,21708
2022-03-24 20:00:00,1.09938,1.10058,1.09893,1.09965,6935
2022-03-25 00:00:00,1.09968,1.10355,1.09967,1.10325,9756
2022-03-25 04:00:00,1.10323,1.10379,1.10236,1.10286,9548
2022-03-25 08:00:00,1.10285,1.10306,1.10007,1.10052,16161
2022-03-25 12:00:00,1.1005,1.10223,1.0992,1.10115,18555
2022-03-25 16:00:00,1.10116,1.10245,1.09809,1.09908,23990
2022-03-25 20:00:00,1.09907,1.09967,1.09818,1.09835,6632
2022-03-28 00:00:00,1.09849,1.0986,1.09674,1.09709,5401
2022-03-28 04:00:00,1.09708,1.09749,1.09505,1.09543,13734
2022-03-28 08:00:00,1.09542,1.09992,1.09446,1.09908,25165
2022-03-28 12:00:00,1.09907,1.09933,1.09512,1.09566,26998
2022-03-28 16:00:00,1.09567,1.09996,1.09466,1.09941,23370
2022-03-28 20:00:00,1.0994,1.09992,1.09747,1.09769,9927
2022-03-29 00:00:00,1.09819,1.09978,1.09694,1.09738,9294
2022-03-29 04:00:00,1.09737,1.09974,1.09733,1.09853,12290
2022-03-29 08:00:00,1.09853,1.10183,1.09791,1.0985,19279
2022-03-29 12:00:00,1.09849,1.1129,1.09751,1.11128,38992
2022-03-29 16:00:00,1.11129,1.11371,1.1078000000000001,1.10802,35140
2022-03-29 20:00:00,1.10803,1.10944,1.10717,1.10861,10966
2022-03-30 00:00:00,1.10864,1.10992,1.10792,1.10975,8868
2022-03-30 04:00:00,1.10976,1.11214,1.10971,1.11107,19068
2022-03-30 08:00:00,1.11108,1.11565,1.11056,1.11561,26393
2022-03-30 12:00:00,1.11562,1.1161699999999999,1.11119,1.11249,24266
2022-03-30 16:00:00,1.1125,1.11711,1.11193,1.11572,25367
2022-03-30 20:00:00,1.11569,1.11625,1.11478,1.11575,7867
2022-03-31 00:00:00,1.11579,1.11748,1.11542,1.1174,8421
2022-03-31 04:00:00,1.11741,1.11848,1.11577,1.11606,10232
2022-03-31 08:00:00,1.1160700000000001,1.11757,1.11127,1.11293,21790
2022-03-31 12:00:00,1.11294,1.11319,1.1088,1.11021,22275
