time,open,high,low,close,volume
2022-03-14 12:00:00,0.67991,0.68055,0.67812,0.6785,14107
2022-03-14 16:00:00,0.6785,0.68023,0.67558,0.67563,15348
2022-03-14 20:00:00,0.67536,0.67604,0.67394,0.67464,7236
2022-03-15 00:00:00,0.67449,0.67558,0.67284,0.67354,7974
2022-03-15 04:00:00,0.67352,0.67497,0.67324,0.67372,8417
2022-03-15 08:00:00,0.67372,0.67587,0.67286,0.67454,14764
2022-03-15 12:00:00,0.67454,0.67898,0.6743,0.67872,12933
2022-03-15 16:00:00,0.67872,0.67923,0.6756,0.67603,17410
2022-03-15 20:00:00,0.67585,0.67788,0.67503,0.67679,5868
2022-03-16 00:00:00,0.67689,0.67694,0.67415,0.67604,6575
2022-03-16 04:00:00,0.67606,0.67847,0.67598,0.67816,5362
2022-03-16 08:00:00,0.67817,0.67917,0.67749,0.67873,10990
2022-03-16 12:00:00,0.6787,0.68188,0.67849,0.68159,11483
2022-03-16 16:00:00,0.6816,0.68275,0.67975,0.67978,17465
2022-03-16 20:00:00,0.67897,0.68446,0.6767,0.68213,22759
2022-03-17 00:00:00,0.68237,0.68455,0.68232,0.68282,8888
2022-03-17 04:00:00,0.68281,0.68493,0.68278,0.68426,7984
2022-03-17 08:00:00,0.68427,0.68507,0.68353,0.68466,10544
2022-03-17 12:00:00,0.68465,0.68585,0.68355,0.68574,14483
2022-03-17 16:00:00,0.68574,0.68992,0.68536,0.68971,12622
2022-03-17 20:00:00,0.68968,0.68975,0.68756,0.68816,4634
2022-03-18 00:00:00,0.68796,0.69007,0.68765,0.68876,6452
2022-03-18 04:00:00,0.68876,0.68971,0.6877,0.68961,5510
2022-03-18 08:00:00,0.68961,0.69097,0.68763,0.68834,9698
2022-03-18 12:00:00,0.68835,0.68918,0.68665,0.68846,11731
2022-03-18 16:00:00,0.68844,0.69131,0.68838,0.69098,15012
2022-03-18 20:00:00,0.69099,0.69121,0.68999,0.69052,5604
2022-03-21 00:00:00,0.68979,0.69232,0.68923,0.69171,5886
2022-03-21 04:00:00,0.69169,0.69178,0.68956,0.68988,5706
2022-03-21 08:00:00,0.68989,0.69065,0.68892,0.68933,9536
2022-03-21 12:00:00,0.68932,0.69098,0.68771,0.69013,17102
2022-03-21 16:00:00,0.69017,0.69073,0.68738,0.68814,23722
2022-03-21 20:00:00,0.68814,0.68892,0.68705,0.68856,10986
2022-03-22 00:00:00,0.68833,0.68864,0.6864,0.68658,5667
2022-03-22 04:00:00,0.68658,0.68924,0.68658,0.68726,7207
2022-03-22 08:00:00,0.68726,0.69169,0.68649,0.69161,10784
2022-03-22 12:00:00,0.6916,0.69554,0.6911,0.69501,12993
2022-03-22 16:00:00,0.69504,0.69578,0.69322,0.69539,12184
2022-03-22 20:00:00,0.69537,0.69657,0.6943,0.69619,3942
2022-03-23 00:00:00,0.69591,0.69737,0.6952,0.69646,7952
2022-03-23 04:00:00,0.69647,0.69744,0.69484,0.69564,8078
2022-03-23 08:00:00,0.69564,0.69632,0.6942,0.69587,11001
2022-03-23 12:00:00,0.69586,0.69632,0.69357,0.69379,12862
2022-03-23 16:00:00,0.69381,0.69742,0.69351,0.69669,12928
2022-03-23 20:00:00,0.69638,0.69887,0.69621,0.69711,7218
2022-03-24 00:00:00,0.69716,0.69775,0.69567,0.69617,12908
2022-03-24 04:00:00,0.69617,0.69645,0.69491,0.69551,11314
2022-03-24 08:00:00,0.69551,0.69578,0.69432,0.69462,15686
2022-03-24 12:00:00,0.6946,0.69577,0.6942,0.69457,20932
2022-03-24 16:00:00,0.69456,0.69728,0.69401,0.69477,23998
2022-03-24 20:00:00,0.69476,0.69656,0.69464,0.69617,5418
2022-03-25 00:00:00,0.69595,0.69765,0.69544,0.69756,8327
2022-03-25 04:00:00,0.69756,0.69812,0.69667,0.69783,8242
2022-03-25 08:00:00,0.69781,0.69871,0.6952,0.69653,10019
2022-03-25 12:00:00,0.69653,0.69712,0.69479,0.69518,10788
2022-03-25 16:00:00,0.69519,0.69715,0.6944,0.69606,18159
2022-03-25 20:00:00,0.69609,0.69671,0.69477,0.6958,6442
2022-03-28 00:00:00,0.69458,0.69643,0.69414,0.69484,5044
2022-03-28 04:00:00,0.69482,0.69584,0.69403,0.69423,14816
2022-03-28 08:00:00,0.69423,0.69533,0.69266,0.69462,18637
2022-03-28 12:00:00,0.69461,0.69468,0.69169,0.69172,14465
2022-03-28 16:00:00,0.69172,0.69173,0.68877,0.69003,16141
2022-03-28 20:00:00,0.69,0.69028,0.6888,0.6894,6168
2022-03-29 00:00:00,0.68923,0.69086,0.6883,0.6888,5786
2022-03-29 04:00:00,0.6888,0.69051,0.6888,0.68948,9697
2022-03-29 08:00:00,0.68948,0.69128,0.68776,0.68791,11819
2022-03-29 12:00:00,0.68791,0.69152,0.68758,0.68991,19838
2022-03-29 16:00:00,0.68991,0.69296,0.68896,0.69183,19582
2022-03-29 20:00:00,0.69184,0.69454,0.69163,0.69345,7500
2022-03-30 00:00:00,0.69334,0.69484,0.69139,0.69479,5884
2022-03-30 04:00:00,0.6948,0.6971,0.69443,0.69611,16157
2022-03-30 08:00:00,0.69609,0.69749,0.69525,0.69738,21602
2022-03-30 12:00:00,0.69739,0.69846,0.69688,0.69782,24587
2022-03-30 16:00:00,0.69783,0.69986,0.69732,0.69818,22881
2022-03-30 20:00:00,0.69818,0.69837,0.69674,0.69749,9444
2022-03-31 00:00:00,0.69749,0.69777,0.69643,0.69738,7256
2022-03-31 04:00:00,0.69739,0.69764,0.69517,0.69533,18817
2022-03-31 08:00:00,0.69532,0.69567,0.69307,0.69341,18511
2022-03-31 12:00:00,0.69341,0.6943,0.69282,0.69372,12928
2022-03-31 16:00:00,0.69373,0.6959,0.69286,0.69326,15760
2022-03-31 20:00:00,0.69328,0.69433,0.69283,0.69326,15255
2022-04-01 00:00:00,0.69322,0.69414,0.69229,0.69229,4913
2022-04-01 04:00:00,0.6923,0.69355,0.69159,0.69167,9080
2022-04-01 08:00:00,0.69168,0.69379,0.69102,0.69354,11106
2022-04-01 12:00:00,0.69356,0.69478,0.69268,0.69338,11516
