time,open,high,low,close,volume
2022-01-31 13:45:00,1789.76,1793.66,1789.74,1792.31,690
2022-01-31 14:00:00,1792.3,1792.37,1790.74,1791.45,801
2022-01-31 14:15:00,1791.45,1792.23,1790.49,1792.23,569
2022-01-31 14:30:00,1792.19,1792.36,1790.88,1791.85,699
2022-01-31 14:45:00,1791.86,1792.48,1791.0,1791.92,635
2022-01-31 15:00:00,1791.86,1792.22,1790.12,1790.59,1006
2022-01-31 15:15:00,1790.61,1792.6,1789.59,1790.6,1347
2022-01-31 15:30:00,1790.62,1793.28,1789.69,1792.84,1139
2022-01-31 15:45:00,1792.86,1798.24,1792.19,1797.77,1040
2022-01-31 16:00:00,1797.83,1798.09,1795.22,1795.93,831
2022-01-31 16:15:00,1795.91,1797.81,1795.67,1796.5,730
2022-01-31 16:30:00,1796.29,1799.63,1796.21,1797.9,1098
2022-01-31 16:45:00,1797.83,1799.19,1795.25,1795.78,961
2022-01-31 17:00:00,1795.74,1796.69,1793.6,1796.64,935
2022-01-31 17:15:00,1796.64,1797.49,1794.82,1797.36,989
2022-01-31 17:30:00,1797.37,1797.48,1793.96,1794.91,811
2022-01-31 17:45:00,1794.88,1796.81,1793.18,1796.48,1053
2022-01-31 18:00:00,1796.49,1798.19,1795.48,1796.69,940
2022-01-31 18:15:00,1796.83,1797.2,1795.3,1795.49,896
2022-01-31 18:30:00,1795.5,1796.89,1795.35,1796.28,710
2022-01-31 18:45:00,1796.27,1797.91,1795.91,1797.2,652
2022-01-31 19:00:00,1797.46,1798.76,1796.38,1798.5,637
2022-01-31 19:15:00,1798.51,1798.6,1795.83,1796.0,680
2022-01-31 19:30:00,1796.01,1796.42,1794.88,1795.78,697
2022-01-31 19:45:00,1795.89,1797.11,1795.77,1796.76,631
2022-01-31 20:00:00,1796.81,1797.24,1795.94,1796.61,706
2022-01-31 20:15:00,1796.61,1796.91,1794.97,1796.1,841
2022-01-31 20:30:00,1796.07,1797.88,1795.97,1797.87,757
2022-01-31 20:45:00,1797.87,1798.02,1797.06,1797.92,505
